"tissue","treatment","ID","L2FC","padj","gene"
"heart","cold","DN22348_c0_g1_i1",0.339114469596668,NA,"Chromosome 20 open reading frame 194 "
"heart","cold","DN22357_c0_g1_i1",-0.348171009910853,NA,""
"heart","cold","DN22363_c1_g2_i1",-0.338805393709323,NA,"MHD domain-containing death-inducing protein-like protein "
"heart","cold","DN22365_c0_g1_i1",1.22048621117054,NA,"Solute carrier family 2, facilitated glucose transporter member 8 "
"heart","cold","DN22373_c0_g1_i1",-6.28481888961058,NA,""
"heart","cold","DN22374_c0_g1_i1",-0.226116862322629,NA,"CXXC-type zinc finger protein 1 isoform X3 "
"heart","cold","DN22378_c0_g1_i1",0.0726074674752389,NA,"Synaptogyrin-3 "
"heart","cold","DN22381_c1_g4_i1",-0.11093382262873,NA,"centlein-like, partial [Thamnophis sirtalis]"
"heart","cold","DN22383_c0_g1_i2",-0.663451273038313,NA,"Lymphocyte antigen 75 "
"heart","cold","DN22389_c0_g1_i1",0.660750321096538,NA,""
"heart","cold","DN22390_c0_g2_i1",0.417446112259803,NA,"Transcription factor HES-4-A "
"heart","cold","DN22396_c0_g1_i1",0.147406644435021,NA,""
"heart","cold","DN22398_c0_g1_i1",0.64063211003582,NA,"Delta-like protein "
"heart","cold","DN22399_c1_g3_i1",-0.544799630113057,NA,"Bcsc-1 "
"heart","cold","DN22405_c0_g1_i1",0.591514825466033,NA,""
"heart","cold","DN22411_c0_g1_i3",0.480633281068314,NA,"Leucine-rich repeat and calponin homology domain-containing protein 3 "
"heart","cold","DN22426_c0_g1_i2",0.598587844248707,NA,"Eukaryotic translation initiation factor 2-alpha kinase 3 "
"heart","cold","DN22427_c0_g1_i1",-0.844414474198889,NA,"Stromal antigen 2b "
"heart","cold","DN22430_c0_g1_i1",0.67112765330222,NA,"5-aminolevulinate synthase "
"heart","cold","DN22431_c0_g1_i1",-0.114852977195516,NA,""
"heart","cold","DN22438_c0_g3_i1",-0.554853469161519,NA,""
"heart","cold","DN22441_c0_g1_i4",0.0194928133768122,NA,"Rab-3A-interacting protein isoform X1 "
"heart","cold","DN22447_c0_g1_i4",0.0630055698357036,NA,"Perilipin "
"heart","cold","DN22450_c0_g1_i1",0.921887445016014,NA,"Ubiquitin carboxyl-terminal hydrolase 1 "
"heart","cold","DN22451_c0_g1_i1",0.584562940639449,NA,""
"heart","cold","DN22455_c0_g2_i1",-0.590841284168392,NA,"Receptor expression-enhancing protein "
"heart","cold","DN22457_c0_g1_i1",0.188182646993269,NA,"SS18-like protein 2-like "
"heart","cold","DN22465_c0_g1_i1",-0.257148625567292,NA,""
"heart","cold","DN22473_c0_g2_i3",-0.719519586013315,NA,"Dual specificity protein phosphatase CDC14B "
"heart","cold","DN22476_c0_g1_i1",0.391270833003833,NA,"Serine/threonine-protein phosphatase CPPED1 isoform X1 "
"heart","cold","DN22480_c0_g1_i1",-0.0179098832983943,NA,"Pleckstrin domain-containing family J member 1-like protein "
"heart","cold","DN22484_c1_g1_i1",-0.505099134354731,NA,"Dual specificity protein phosphatase 14 "
"heart","cold","DN22490_c0_g1_i1",-0.819136743657455,NA,"Speckle targeted PIP5K1A-regulated poly(A) polymerase-like protein "
"heart","cold","DN22491_c0_g2_i1",-0.768293142532108,NA,""
"heart","cold","DN22492_c0_g1_i1",0.904281336072853,NA,"Breast cancer anti-estrogen resistance protein 1 "
"heart","cold","DN22495_c1_g1_i1",-0.734980344432388,NA,""
"heart","cold","DN22500_c0_g1_i1",0.523885099935167,NA,""
"heart","cold","DN22504_c0_g1_i1",0.392539490605079,NA,"cytokine inducible SH2-containing protein"
"heart","cold","DN22508_c0_g4_i1",1.01436471033136,NA,""
"heart","cold","DN22511_c0_g1_i1",0.00664212460162726,NA,""
"heart","cold","DN22512_c0_g1_i2",0.171802360968432,NA,"Coiled-coil domain-containing protein 181 "
"heart","cold","DN22514_c0_g1_i2",0.238726273399022,NA,""
"heart","cold","DN22515_c0_g1_i2",-1.70094470766386,NA,"Inversin "
"heart","cold","DN22517_c0_g1_i1",0.712258196616501,NA,"UTPglucose-1-phosphate uridylyltransferase "
"heart","cold","DN22518_c0_g1_i1",-2.23738077745382,NA,""
"heart","cold","DN22519_c0_g1_i1",0.592576829305758,NA,""
"heart","cold","DN22523_c0_g2_i1",0.641011548655224,NA,"Protein prenyltransferase alpha subunit repeat-containing protein 1-like "
"heart","cold","DN22525_c0_g4_i1",1.05205105714628,NA,"Histidyl-tRNA synthetase, cytoplasmic-like protein "
"heart","cold","DN22529_c0_g2_i6",-0.448791815629888,NA,"Importin-13 "
"heart","cold","DN22531_c0_g1_i2",0.620391650534971,NA,"Coiled-coil domain-containing protein "
"heart","cold","DN22535_c0_g1_i3",0.699832142041579,NA,"Rap guanine nucleotide exchange factor 3 "
"heart","cold","DN22536_c0_g1_i1",0.194281914056057,NA,""
"heart","cold","DN22538_c1_g1_i1",0.461019183163788,NA,""
"heart","cold","DN22547_c0_g1_i2",0.314769272844876,NA,"Collagen type VI alpha 3 chain "
"heart","cold","DN22554_c0_g1_i2",-0.0174360981788272,NA,""
"heart","cold","DN22557_c1_g1_i3",1.13647860503441,NA,"RT like: Reverse transcriptase RT domain-containing protein "
"heart","cold","DN22562_c0_g1_i2",-0.404748141546847,NA,"Tetratricopeptide repeat protein 37 "
"heart","cold","DN22567_c0_g1_i2",0.27833256934405,NA,"Kalirin RhoGEF kinase "
"heart","cold","DN22572_c0_g1_i1",1.92999125792255,NA,""
"heart","cold","DN22584_c0_g1_i1",-0.757570875069285,NA,""
"heart","cold","DN22595_c0_g1_i1",3.80010377884468,NA,"SPRY domain containing 4 "
"heart","cold","DN22599_c0_g1_i2",1.2364372766876,NA,"F-box only protein 27 "
"heart","cold","DN22602_c0_g1_i1",2.61555872970553,NA,"Macrophage metalloelastase "
"heart","cold","DN22603_c0_g1_i1",-2.44623315658186,NA,"Sorting nexin-22-like "
"heart","cold","DN22609_c0_g1_i1",-1.22248716790141,NA,""
"heart","cold","DN22614_c0_g3_i4",0.507474063228066,NA,"Phosphatidylinositide phosphatase SAC1-like protein "
"heart","cold","DN22615_c0_g1_i5",0.512874404816792,NA,"COX assembly mitochondrial protein "
"heart","cold","DN22621_c0_g2_i2",0.35594254156668,NA,"TATA box-binding protein-associated factor RNA polymerase I subunit B "
"heart","cold","DN22622_c0_g1_i1",1.7053530116754,NA,"Zonadhesin "
"heart","cold","DN22633_c0_g2_i2",0.0269509108774874,NA,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial "
"heart","cold","DN22634_c0_g1_i2",0.320462226455856,NA,"Zinc finger and BTB domain containing 34 "
"heart","cold","DN22644_c1_g1_i2",0.230209834142825,NA,"Bromodomain containing 8 "
"heart","cold","DN22648_c0_g1_i2",-0.504021866696534,NA,""
"heart","cold","DN2264_c0_g1_i1",0.206469595960616,NA,""
"heart","cold","DN22660_c0_g1_i1",1.30478362287368,NA,""
"heart","cold","DN22661_c0_g1_i2",-0.64471655018441,NA,"STAGA complex 65 subunit gamma "
"heart","cold","DN22662_c0_g1_i1",-0.0377720428766391,NA,""
"heart","cold","DN22663_c0_g1_i1",0.874555389625705,NA,"E3 ubiquitin-protein ligase listerin-like protein "
"heart","cold","DN22664_c0_g1_i2",-0.0376861542217301,NA,"Sp1 transcription factor "
"heart","cold","DN22667_c0_g2_i1",-0.749573063427315,NA,"DNA helicase "
"heart","cold","DN2266_c0_g1_i1",-0.80546145610946,NA,""
"heart","cold","DN22670_c0_g1_i1",-0.0972156634056256,NA,"Serologically defined colon cancer antigen 8 "
"heart","cold","DN22679_c0_g1_i1",-0.12269456995255,NA,"Centrosomal protein "
"heart","cold","DN22684_c0_g1_i2",1.20978507593231,NA,""
"heart","cold","DN22686_c0_g1_i2",-0.404915605983239,NA,"Chromosome 11 open reading frame 49 "
"heart","cold","DN22696_c0_g1_i1",1.02012182556162,NA,"Sorcin-like protein "
"heart","cold","DN22698_c0_g2_i1",-0.0732204370778031,NA,""
"heart","cold","DN226_c0_g1_i1",0.142721290422861,NA,"Rna-directed dna polymerase from mobile element jockey-like "
"heart","cold","DN22703_c0_g1_i1",-0.329311490933793,NA,"Dolichol kinase "
"heart","cold","DN22706_c0_g1_i2",0.991830652945331,NA,""
"heart","cold","DN22709_c0_g1_i1",1.31991856128523,NA,"Sodium/hydrogen exchanger "
"heart","cold","DN22710_c0_g1_i2",0.962589717977073,NA,""
"heart","cold","DN22717_c1_g1_i2",-2.9317160365304,NA,"Glutamate rich 3 "
"heart","cold","DN22718_c0_g6_i3",1.37657393970199,NA,"ras association domain-containing protein 2 isoform X4 [Thamnophis sirtalis]"
"heart","cold","DN2271_c0_g1_i1",0.439146468610172,NA,"E3 ubiquitin-protein ligase BRE1A "
"heart","cold","DN22721_c0_g1_i2",1.30247604978753,NA,"Retinoic acid-induced protein 2 "
"heart","cold","DN22722_c0_g1_i1",0.407773030700175,NA,"Peroxiredoxin-5, mitochondrial "
"heart","cold","DN22725_c1_g1_i2",-0.961877721495756,NA,""
"heart","cold","DN22743_c0_g2_i2",0.581257458114358,NA,"WD repeat domain 36 "
"heart","cold","DN22744_c0_g1_i1",0.0987432475476848,NA,"Cytospin-A "
"heart","cold","DN22745_c0_g1_i1",0.169225219906884,NA,"Transmembrane protein 168-like "
"heart","cold","DN22749_c3_g5_i1",0.161819639901492,NA,""
"heart","cold","DN22759_c0_g5_i1",-0.334694548893844,NA,""
"heart","cold","DN22761_c0_g1_i1",0.42974140125964,NA,"Tyrosine-protein kinase "
"heart","cold","DN22766_c0_g1_i1",-0.58093406387195,NA,"Neurobeachin like 1 "
"heart","cold","DN22767_c0_g2_i1",-1.54835298175291,NA,""
"heart","cold","DN22773_c2_g1_i1",-1.37896695191384,NA,"Alpha-aspartyl dipeptidase-like "
"heart","cold","DN22779_c0_g1_i1",-0.457208932942142,NA,"Pim-1 proto-oncogene, serine/threonine kinase "
"heart","cold","DN22785_c0_g1_i1",1.42499618559447,NA,"Acetylcholinesterase collagenic tail peptide "
"heart","cold","DN22786_c0_g1_i1",0.355068303535993,NA,"Centromere protein Q "
"heart","cold","DN22790_c0_g2_i5",-2.07963803514433,NA,"CCR4-NOT transcription complex subunit 1 "
"heart","cold","DN22806_c0_g1_i1",0.864063660327132,NA,"Ras GTPase-activating protein 3 "
"heart","cold","DN22808_c0_g1_i1",-0.0837151685834112,NA,""
"heart","cold","DN22811_c0_g1_i2",0.400957398681834,NA,"Centrosomal protein of 70 kDa "
"heart","cold","DN22816_c0_g1_i1",0.202704791589336,NA,""
"heart","cold","DN22817_c0_g1_i1",0.953187426661311,NA,""
"heart","cold","DN22830_c0_g1_i2",-0.311371107670478,NA,"Stress-associated endoplasmic reticulum protein "
"heart","cold","DN22833_c3_g1_i1",0.333480219275275,NA,""
"heart","cold","DN22838_c0_g1_i1",-2.2296914957167,NA,""
"heart","cold","DN22849_c1_g1_i2",-0.653079350559676,NA,"Cyclin-H "
"heart","cold","DN22852_c0_g6_i1",1.3179312075454,NA,""
"heart","cold","DN22863_c0_g1_i2",-0.0754845555761938,NA,"Cholesterol 24-hydroxylase "
"heart","cold","DN22864_c0_g1_i1",-0.668124066612429,NA,""
"heart","cold","DN22868_c0_g1_i2",1.09892770952374,NA,"Ras-related protein Rab-28-like protein "
"heart","cold","DN22869_c0_g1_i1",0.498120658047192,NA,"Pyruvate kinase PKM "
"heart","cold","DN22875_c0_g2_i1",0.129141056345802,NA,""
"heart","cold","DN22879_c0_g1_i6",-0.284617923788281,NA,"Phospholipase DDHD1 isoform D "
"heart","cold","DN22880_c0_g2_i1",0.70015793692827,NA,""
"heart","cold","DN22883_c0_g1_i1",1.55198610557125,NA,"Pleckstrin homology domain containing A2 "
"heart","cold","DN22884_c0_g1_i1",-0.654108730797843,NA,"Zinc finger protein 91-like protein "
"heart","cold","DN22885_c0_g1_i1",1.97966336113684,NA,"Ephrin-B2 "
"heart","cold","DN22889_c0_g1_i1",-0.415106754439645,NA,"zinc finger protein 521 isoform X1 "
"heart","cold","DN22898_c0_g1_i1",0.627451916604483,NA,"Ubiquitin carboxyl-terminal hydrolase "
"heart","cold","DN228_c0_g1_i1",-0.000384181160764096,NA,""
"heart","cold","DN22910_c0_g1_i1",0.0662995145999828,NA,"Regulator of G protein signaling 5 "
"heart","cold","DN22917_c2_g1_i1",-1.35705145393648,NA,""
"heart","cold","DN22919_c0_g1_i1",-0.0972769859578032,NA,"Hyccin "
"heart","cold","DN22925_c0_g2_i1",2.48416689136744,NA,""
"heart","cold","DN22926_c0_g1_i1",0.854508582428003,NA,"tRNA pseudouridine synthase "
"heart","cold","DN22931_c0_g1_i1",-1.97814654950998,NA,"Zinc finger protein "
"heart","cold","DN22935_c0_g1_i1",-0.522247262345334,NA,""
"heart","cold","DN22943_c0_g1_i1",0.0883681247674118,NA,"Heat shock protein 30C "
"heart","cold","DN22948_c0_g1_i1",-1.13441602669217,NA,"GTP-binding protein SAR1a "
"heart","cold","DN22954_c0_g1_i2",1.5223686391001,NA,"Arginine-glutamic acid dipeptide repeats "
"heart","cold","DN22956_c0_g1_i1",0.181524212573607,NA,""
"heart","cold","DN22963_c0_g1_i1",2.787161837961,NA,""
"heart","cold","DN22972_c0_g1_i2",-0.038306684707367,NA,"Histone-lysine N-methyltransferase NSD3 "
"heart","cold","DN2297_c0_g1_i1",0.226472399852163,NA,""
"heart","cold","DN22981_c1_g1_i4",-0.594967399984003,NA,"Fibroblast growth factor "
"heart","cold","DN22982_c0_g1_i2",0.928903005060979,NA,"Adenylyl cyclase-associated protein "
"heart","cold","DN22989_c0_g2_i1",0.763210776035864,NA,"PQ loop repeat containing 2 "
"heart","cold","DN22990_c0_g1_i2",0.603594360196628,NA,"Polyadenylate-binding protein "
"heart","cold","DN22992_c0_g1_i1",0.202722534176346,NA,"General transcription factor 3C polypeptide 1 isoform A "
"heart","cold","DN22993_c0_g1_i3",-0.159521443348516,NA,""
"heart","cold","DN22995_c0_g1_i2",0.538366984052089,NA,"Transmembrane protein "
"heart","cold","DN229_c0_g1_i1",1.47889983144361,NA,""
"heart","cold","DN23002_c0_g1_i1",0.956782200766781,NA,""
"heart","cold","DN23005_c0_g1_i2",-0.27693033633148,NA,"Abhydrolase domain-containing protein FAM108B1-like protein "
"heart","cold","DN23007_c0_g1_i2",1.26297483617615,NA,""
"heart","cold","DN23013_c0_g1_i1",-0.74158031921625,NA,"Serine/arginine-rich splicing factor 3 "
"heart","cold","DN23014_c0_g1_i12",1.24507050073531,NA,"HIV-1 Rev binding protein isoform 3 "
"heart","cold","DN23021_c0_g1_i2",0.271977522928059,NA,"Beta-1,3-N-acetylglucosaminyltransferase "
"heart","cold","DN23022_c0_g3_i3",0.0682886770427802,NA,"Signal transducing adapter molecule 2-like protein "
"heart","cold","DN23023_c0_g1_i1",-1.3038780308143,NA,""
"heart","cold","DN23025_c0_g2_i1",-0.205180415931066,NA,""
"heart","cold","DN23028_c0_g1_i1",-1.84697242050752,NA,""
"heart","cold","DN23033_c0_g3_i2",2.04175268059891,NA,"Cyclin and CBS domain divalent metal cation transport mediator 2 "
"heart","cold","DN23034_c0_g1_i1",0.0985127641638719,NA,"Protein SEC13-like protein "
"heart","cold","DN23035_c0_g1_i1",0.199839576034499,NA,""
"heart","cold","DN23036_c0_g5_i1",0.362736899351725,NA,""
"heart","cold","DN23040_c0_g1_i1",-0.0880645125771862,NA,"Caveolin "
"heart","cold","DN23040_c1_g1_i2",-0.573185530837206,NA,""
"heart","cold","DN23043_c0_g1_i1",-0.0334940750278572,NA,"5-azacytidine induced 2 "
"heart","cold","DN23051_c0_g1_i1",0.921048703221396,NA,""
"heart","cold","DN23054_c0_g1_i1",-0.794458263888264,NA,""
"heart","cold","DN23079_c0_g3_i1",-0.501280579367554,NA,"Solute carrier family 12 member 9 "
"heart","cold","DN23086_c0_g1_i1",0.162051621900748,NA,"Ganglioside induced differentiation associated protein 1 "
"heart","cold","DN23091_c1_g1_i1",-0.408128733605468,NA,"TIM21-like proteinserine-threonine "
"heart","cold","DN23092_c0_g1_i1",-1.39966868174492,NA,"FUS RNA binding protein "
"heart","cold","DN23093_c0_g1_i1",0.785536311085824,NA,""
"heart","cold","DN23096_c1_g1_i1",0.188631175840178,NA,"Ubiquitin specific peptidase 15 "
"heart","cold","DN23106_c0_g1_i1",0.595074348905947,NA,"Guanine nucleotide-binding protein subunit gamma "
"heart","cold","DN23115_c0_g1_i1",-0.00398654974092116,NA,""
"heart","cold","DN23116_c0_g1_i1",-0.872143438674277,NA,""
"heart","cold","DN23123_c0_g2_i1",-0.0272944460028252,NA,"Putative proline racemase "
"heart","cold","DN23134_c0_g1_i1",0.417880126316051,NA,"Dynein, axonemal, light chain 1 "
"heart","cold","DN23142_c0_g1_i1",0.125210571202197,NA,""
"heart","cold","DN23144_c1_g1_i1",-0.893286355361142,NA,""
"heart","cold","DN23147_c0_g1_i1",-0.435597447865355,NA,"XIAP-associated factor 1 "
"heart","cold","DN23150_c1_g1_i1",1.3699153220754,NA,"zinc finger protein 239-like [Thamnophis sirtalis]"
"heart","cold","DN23169_c1_g1_i2",1.43193525756238,NA,"BRD4 interacting chromatin remodeling complex associated protein like "
"heart","cold","DN23177_c0_g1_i1",0.502568665693433,NA,"Predicted gene, EG622976 "
"heart","cold","DN23182_c0_g1_i1",0.0449454683946679,NA,"Sarcoglycan alpha "
"heart","cold","DN23184_c0_g1_i1",-0.342408078614651,NA,"Latent-transforming growth factor beta-binding protein 2 "
"heart","cold","DN23192_c0_g1_i1",0.0199179183203875,NA,"Zinc finger protein 33B "
"heart","cold","DN23196_c0_g1_i2",0.577010606256118,NA,""
"heart","cold","DN23197_c1_g1_i3",0.330196279224914,NA,""
"heart","cold","DN23203_c1_g1_i1",0.198617050919013,NA,""
"heart","cold","DN23204_c0_g1_i1",0.00682068887378605,NA,"IgGFc-binding protein "
"heart","cold","DN23205_c0_g1_i2",1.11598743968719,NA,"Formin-like protein 3 "
"heart","cold","DN23216_c0_g1_i2",-0.637267265075366,NA,"Lactation elevated protein 1 "
"heart","cold","DN23220_c0_g1_i1",-0.834028031474245,NA,""
"heart","cold","DN23221_c0_g1_i1",-0.869581441756096,NA,"Dual specificity protein phosphatase 10 "
"heart","cold","DN23225_c1_g1_i1",-0.0413227551031792,NA,"Similar to intersectin 1 (SH3 domain protein) "
"heart","cold","DN2322_c0_g3_i1",-0.329086445020058,NA,""
"heart","cold","DN23230_c1_g1_i1",-1.10733752235343,NA,""
"heart","cold","DN23232_c0_g1_i1",1.82763152298218,NA,"Myotubularin-related protein 10-like "
"heart","cold","DN23233_c0_g1_i1",0.139431009232883,NA,"AP-3 complex subunit beta "
"heart","cold","DN23241_c0_g2_i1",0.825658368040031,NA,"zinc finger and SCAN domain-containing protein 21-like, partial [Thamnophis sirtalis]"
"heart","cold","DN23249_c0_g1_i2",0.067847174468844,NA,"Caspase recruitment domain family member 19 "
"heart","cold","DN23250_c0_g1_i1",-1.43476752545691,NA,"Round spermatid basic protein 1-like protein "
"heart","cold","DN23252_c0_g2_i1",1.38472814187894,NA,""
"heart","cold","DN23257_c0_g1_i2",-0.354108249065135,NA,"Rna-directed dna polymerase from mobile element jockey-like "
"heart","cold","DN23261_c0_g2_i1",0.30328380103994,NA,"Zinc finger protein 1027 "
"heart","cold","DN23262_c0_g3_i2",0.521071834286096,NA,""
"heart","cold","DN23264_c0_g1_i1",-1.32487879676706,NA,""
"heart","cold","DN23265_c0_g1_i1",-0.689875448282994,NA,"Zinc finger CCCH domain-containing protein 13 "
"heart","cold","DN23272_c0_g2_i2",-0.789632973797378,NA,"Golgi apparatus protein 1 "
"heart","cold","DN23275_c0_g1_i2",0.863678766627761,NA,"Cytochrome c oxidase assembly protein COX11, mitochondrial "
"heart","cold","DN23284_c0_g1_i1",-0.835198669451096,NA,""
"heart","cold","DN23285_c0_g1_i1",-0.739812267957362,NA,"Reverse transcriptase-like "
"heart","cold","DN23288_c0_g1_i1",1.12230579447729,NA,""
"heart","cold","DN23295_c0_g2_i2",0.511640234778914,NA,"CASK interacting protein 1 "
"heart","cold","DN23296_c0_g2_i2",0.54999266121709,NA,""
"heart","cold","DN23298_c1_g4_i1",0.583511348755414,NA,"Cytochrome b-c1 complex subunit 8 "
"heart","cold","DN23302_c2_g1_i1",-0.192027340141548,NA,"Response to complement 32-like protein "
"heart","cold","DN23306_c0_g2_i1",-0.952240412539877,NA,""
"heart","cold","DN23311_c0_g1_i1",-0.781317004139661,NA,"Testis-expressed sequence 10 protein-like protein "
"heart","cold","DN23323_c0_g1_i1",-0.319663499550303,NA,""
"heart","cold","DN23326_c0_g2_i1",0.489757743932577,NA,"Cytoplasmic FMR1-interacting protein "
"heart","cold","DN23337_c1_g1_i1",-3.50681513882052,NA,"Synaptonemal complex central element protein 2 "
"heart","cold","DN23348_c0_g1_i2",1.24723059793416,NA,"Cyclin-dependent kinase 10 "
"heart","cold","DN23352_c0_g2_i1",-1.44843239262466,NA,"zinc finger and SCAN domain-containing protein 12-like [Thamnophis sirtalis]"
"heart","cold","DN23354_c1_g1_i1",-0.0166685728314976,NA,""
"heart","cold","DN23360_c1_g1_i3",-0.969705349829698,NA,"Myotubularin-related protein 8 "
"heart","cold","DN23363_c1_g3_i1",-0.958878193004123,NA,""
"heart","cold","DN23364_c0_g1_i1",0.259372459906395,NA,""
"heart","cold","DN23367_c2_g2_i1",1.32091726692488,NA,""
"heart","cold","DN23370_c0_g1_i1",-0.164699085881698,NA,"Abhydrolase domain-containing protein 4-like "
"heart","cold","DN23371_c0_g1_i1",-1.25938773268673,NA,""
"heart","cold","DN23372_c0_g1_i3",-0.82282911774503,NA,""
"heart","cold","DN23373_c0_g1_i1",-0.884562157053994,NA,""
"heart","cold","DN23377_c0_g1_i9",0.649744376491972,NA,"tigger transposable element-derived protein 1-like "
"heart","cold","DN23387_c0_g2_i2",0.481786868698964,NA,""
"heart","cold","DN2338_c0_g2_i1",1.97462252698652,NA,""
"heart","cold","DN23391_c0_g1_i1",0.461221453693436,NA,"G protein-activated inward rectifier potassium channel 1 "
"heart","cold","DN23393_c1_g1_i1",-1.33621469648517,NA,"Zinc finger, CCCH-type with G patch domain "
"heart","cold","DN23398_c0_g1_i1",-0.429047314680593,NA,"Amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase "
"heart","cold","DN23407_c3_g1_i1",0.209883525668993,NA,""
"heart","cold","DN23412_c0_g1_i2",-1.53962586560916,NA,"SH3 domain-containing RING finger protein 3 "
"heart","cold","DN23414_c0_g1_i2",0.477603594500722,NA,"ESP-Cyl-1 "
"heart","cold","DN23417_c1_g1_i1",0.708437580481849,NA,""
"heart","cold","DN23422_c0_g1_i1",-0.695221597794302,NA,"Solute carrier family 25 member 14 "
"heart","cold","DN23429_c0_g6_i2",-0.00387941977761371,NA,"F-box/WD repeat-containing protein 4-like protein "
"heart","cold","DN23437_c0_g1_i3",-0.294632907644815,NA,""
"heart","cold","DN23441_c0_g1_i2",-1.18626570592038,NA,"Heat shock transcription factor 2 "
"heart","cold","DN23443_c0_g1_i2",-5.42169285568733,NA,""
"heart","cold","DN23444_c0_g5_i1",0.637251803047399,NA,""
"heart","cold","DN23453_c0_g2_i1",1.30756842511715,NA,"cDNA FLJ56846, highly similar to Zinc finger protein HRX "
"heart","cold","DN23457_c0_g1_i1",-0.00408203795194144,NA,""
"heart","cold","DN23459_c0_g1_i1",-0.0176477981300214,NA,""
"heart","cold","DN23462_c0_g1_i1",-0.361778006832001,NA,""
"heart","cold","DN23464_c1_g1_i1",-0.15828721401185,NA,"Pleckstrin-likey domain-containing family O member 2 "
"heart","cold","DN23474_c0_g1_i1",0.822819033043731,NA,"Glia-derived nexin-like protein "
"heart","cold","DN23476_c2_g5_i1",-0.383231991418898,NA,"Kelch-like ECH-associated protein 1-like "
"heart","cold","DN23477_c0_g1_i1",0.0170027746604901,NA,"DEAD-box helicase 23 "
"heart","cold","DN23479_c0_g1_i1",-1.98823712309032,NA,"Laminin subunit alpha-5 isoform A "
"heart","cold","DN2347_c1_g2_i1",-0.338848025618387,NA,""
"heart","cold","DN23480_c0_g1_i1",-0.132017280076615,NA,"Integral membrane protein GPR137B-like "
"heart","cold","DN23482_c0_g1_i1",0.489914434428339,NA,""
"heart","cold","DN23484_c0_g1_i1",-0.214886473190057,NA,""
"heart","cold","DN23486_c0_g1_i1",0.334700194397038,NA,""
"heart","cold","DN23488_c0_g1_i1",0.840385216041425,NA,""
"heart","cold","DN2348_c0_g1_i1",-0.209560330770943,NA,""
"heart","cold","DN23491_c0_g1_i1",0.152537648216212,NA,"Putative ankyrin repeat protein "
"heart","cold","DN23514_c0_g3_i1",-0.0280879110671404,NA,""
"heart","cold","DN23515_c0_g1_i1",1.09534019516165,NA,"Ornithine decarboxylase antizyme 2 "
"heart","cold","DN23519_c0_g2_i1",0.893362277088513,NA,"Zinc finger SWIM domain-containing protein KIAA0913 "
"heart","cold","DN23526_c0_g3_i1",0.837290999754385,NA,""
"heart","cold","DN23532_c0_g1_i1",0.0961100049789639,NA,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial-like protein "
"heart","cold","DN23534_c0_g2_i2",-0.144302072131106,NA,"STAM-binding protein-like "
"heart","cold","DN23541_c0_g1_i1",-0.352204562618126,NA,"CAP-Gly domain-containing linker protein 1 "
"heart","cold","DN23543_c0_g1_i1",0.943500036186261,NA,"NFATC2-interacting protein "
"heart","cold","DN23550_c0_g1_i1",0.195493405548171,NA,""
"heart","cold","DN23557_c0_g1_i1",-3.94707908296474,NA,"Phospholipase A2 inhibitor subunit gamma B "
"heart","cold","DN23562_c0_g1_i1",0.240642446944481,NA,"Putative ubiquitin-conjugating enzyme E2 W-like "
"heart","cold","DN23564_c0_g1_i2",-0.353080339435627,NA,"Growth factor receptor-bound protein 2-like protein "
"heart","cold","DN23565_c0_g1_i1",-0.46624938350559,NA,"keratin-like protein KRT222 "
"heart","cold","DN23567_c0_g1_i1",0.374778611621941,NA,""
"heart","cold","DN23572_c0_g2_i1",-0.784980646354047,NA,"REM2 and RAB like small GTPase 1 "
"heart","cold","DN23576_c0_g1_i2",-0.00376774401522879,NA,""
"heart","cold","DN23585_c0_g1_i1",-0.245025697941068,NA,""
"heart","cold","DN23588_c0_g1_i1",0.889172470554062,NA,""
"heart","cold","DN23592_c1_g2_i1",-0.651351166162683,NA,""
"heart","cold","DN23597_c1_g1_i1",-0.318122363230188,NA,""
"heart","cold","DN23598_c0_g1_i1",0.211955284173945,NA,"Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3 "
"heart","cold","DN23599_c0_g2_i1",-0.0868386528936536,NA,""
"heart","cold","DN23608_c0_g1_i1",-0.273458583646111,NA,"TC1A "
"heart","cold","DN23609_c0_g1_i1",0.609217300176753,NA,"RING finger protein 146-like protein "
"heart","cold","DN23610_c0_g1_i1",-0.948988596830774,NA,"Interferon-induced guanylate-binding protein 1 "
"heart","cold","DN23611_c0_g1_i5",0.314642398682082,NA,"Carboxypeptidase M "
"heart","cold","DN23615_c1_g1_i1",-0.977716858187217,NA,"Octapeptide-repeat protein T2 "
"heart","cold","DN23620_c0_g2_i1",-0.0766297580250812,NA,""
"heart","cold","DN23623_c0_g1_i1",-1.21962075610635,NA,"Signal-induced proliferation-associated 1-like protein 1 "
"heart","cold","DN23631_c0_g1_i1",2.22315241117968,NA,""
"heart","cold","DN23645_c0_g1_i1",2.08116763995054,NA,"McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin "
"heart","cold","DN23648_c0_g1_i2",1.49583396714993,NA,""
"heart","cold","DN23649_c0_g1_i1",-0.233351172850558,NA,"Rab GTPase-activating protein 1 "
"heart","cold","DN23651_c0_g2_i1",-0.79522609957696,NA,""
